pageName,diffURL,editor,lineDelta,comment
"Khalsa","http://en.wikipedia.org/w/index.php?diff=630004537&oldid=626713531","172.18.26.192",126,""
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004538&oldid=630004463","oa4d9jx2",21,""
"Jean Cusson","http://en.wikipedia.org/w/index.php?diff=630004540&oldid=630003413","sbmh694j",163,"/* External links */"
"Dispatch (band)","http://en.wikipedia.org/w/index.php?diff=630004542&oldid=630004459","172.27.51.231",-17,""
"Backyard cricket","http://en.wikipedia.org/w/index.php?diff=630004544&oldid=623186681","172.29.182.120",1,"/* Overview */"
"United States State Department list of Foreign Terrorist Organizations","http://en.wikipedia.org/w/index.php?diff=630004546&oldid=629744410","csxjamrz",718,""
"Shelley Rae","http://en.wikipedia.org/w/index.php?diff=630004547&oldid=619419950","172.22.105.15",8,""
"Southside Johnny & The Asbury Jukes","http://en.wikipedia.org/w/index.php?diff=630004548&oldid=630004465","172.31.96.6",-4,""
"Fergus (name)","http://en.wikipedia.org/w/index.php?diff=630004553&oldid=627158103","cqxu8o5w",-4,"Unlinked: [[Crowley]]"
"KEPD 350","http://en.wikipedia.org/w/index.php?diff=630004557&oldid=630003335","172.28.67.58",219,"References details."
"Colab","http://en.wikipedia.org/w/index.php?diff=630004561&oldid=629370596","jm4poyuu",-111,"rm sig"
"Hariyon","http://en.wikipedia.org/w/index.php?diff=630004563&oldid=630004290","vtsbh1p2",3,""
"Liturgy","http://en.wikipedia.org/w/index.php?diff=630004565&oldid=623693154","172.23.219.73",21,""
"Shrivastava","http://en.wikipedia.org/w/index.php?diff=630004567&oldid=630004512","172.16.224.80",-2,"/* Notable people with this name */"
"Wipro","http://en.wikipedia.org/w/index.php?diff=630004570&oldid=629972422","4rmhob92",77,"/* Employees */  details updated"
"Jet2.com destinations","http://en.wikipedia.org/w/index.php?diff=630004571&oldid=628918609","zbwprfbs",16,""
"WJHL-TV","http://en.wikipedia.org/w/index.php?diff=630004574&oldid=624582141","172.31.227.198",4,""
"Alexander Akerman","http://en.wikipedia.org/w/index.php?diff=630004577&oldid=630004516","daonucve",-5,"removed [[Category:People from Elbert County, Georgia]]; added [[Category:People from Elberton, Georgia]] using [[WP:HC|HotCat]]"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004579&oldid=630004538","oa4d9jx2",-1,""
"The Young and the Restless characters (2000s)","http://en.wikipedia.org/w/index.php?diff=630004580&oldid=629999402","7v40w1z0",-158,"[[WP:FANCRUFT]]."
"Elias Howe","http://en.wikipedia.org/w/index.php?diff=630004581&oldid=630004377","172.30.226.150",-2,""
"Light therapy","http://en.wikipedia.org/w/index.php?diff=630004583&oldid=629684065","tsx1qeak",23,"[[fr:Luminothérapie]], photothérapie is something different"
"Iraq","http://en.wikipedia.org/w/index.php?diff=630004584&oldid=629960959","92lql2ap",141,"/* Bibliography */ Adding/improving reference(s)"
"David Mamet","http://en.wikipedia.org/w/index.php?diff=630004585&oldid=630004113","wzveb49e",22,"/* Works */"
"2014–15 Azerbaijan First Division","http://en.wikipedia.org/w/index.php?diff=630004587&oldid=630004118","172.16.243.24",5,"/* Top scorers */"
"Aero Ae 01","http://en.wikipedia.org/w/index.php?diff=630004588&oldid=585114077","xkbk949r",-21,""
"Minister for Children, the Elderly and Equality (Sweden)","http://en.wikipedia.org/w/index.php?diff=630004589&oldid=628380893","uq7ezo79",1,""
"Ariel (book)","http://en.wikipedia.org/w/index.php?diff=630004591&oldid=598837632","172.28.37.126",14,"/* Additional poems in her manuscript */"
"Román González (boxer)","http://en.wikipedia.org/w/index.php?diff=630004590&oldid=630004479","g26ok0tx",1,"/* Professional record */"
"Suri Vidyasagar College","http://en.wikipedia.org/w/index.php?diff=630004596&oldid=630004410","91bbimvk",2,""
"Sauber","http://en.wikipedia.org/w/index.php?diff=630004597&oldid=629328922","hxx7v96j",40,""
"Fern Hill","http://en.wikipedia.org/w/index.php?diff=630004598&oldid=610222267","cqxu8o5w",15,"Disambiguated: [[Eden]] → [[Garden of Eden]]"
"VideoPad","http://en.wikipedia.org/w/index.php?diff=630004600&oldid=627403953","2kvsgtcr",3295,"preparing for move to draft space"
"Raymond Delamarre","http://en.wikipedia.org/w/index.php?diff=630004601&oldid=630004450","ykt2f17n",40,"/* Public statues and monuments */"
"Hariyon","http://en.wikipedia.org/w/index.php?diff=630004602&oldid=630004563","vtsbh1p2",-1,""
"List of insurance companies in India","http://en.wikipedia.org/w/index.php?diff=630004603&oldid=629705356","172.26.34.117",-39,"/* General insurance companies */"
"N. Ravikiran","http://en.wikipedia.org/w/index.php?diff=630004605&oldid=628954826","172.22.36.185",915,""
"Andre Agassi","http://en.wikipedia.org/w/index.php?diff=630004607&oldid=629264988","c1ibc4y1",58,"Agassi's Olympic gold medal"
"Sinai insurgency","http://en.wikipedia.org/w/index.php?diff=630004609&oldid=629981156","13x58dnc",200,"/* Casualties */"
"Mercedes Sosa","http://en.wikipedia.org/w/index.php?diff=630004610&oldid=628494431","hf10hftk",61,"added [[Category:Latin Grammy Lifetime Achievement Award winners]] using [[WP:HC|HotCat]]"
"Anurag Kashyap","http://en.wikipedia.org/w/index.php?diff=630004612&oldid=630004183","wzghm27l",106,""
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630004613&oldid=630000512","172.18.8.137",1056,""
"Wikipedia","http://en.wikipedia.org/w/index.php?diff=630004623&oldid=629968489","69m1hrsn",9,"update number of articles to 2014"
"Renison University College","http://en.wikipedia.org/w/index.php?diff=630004624&oldid=626900107","jf66uuje",2,""
"Line Beauchamp","http://en.wikipedia.org/w/index.php?diff=630004631&oldid=630004346","5d5jhch6",99,""
"Bob Cohee","http://en.wikipedia.org/w/index.php?diff=630004633&oldid=629051895","3aimpbhh",10,"/* References */"
"Ali Quli Mirza","http://en.wikipedia.org/w/index.php?diff=630004637&oldid=630004499","hy4or4dw",-84,"Undid revision 630002576 by [[Special:Contributions/116.202.47.75|116.202.47.75]] ([[User talk:116.202.47.75|talk]])"
"Gurre-Lieder","http://en.wikipedia.org/w/index.php?diff=630004638&oldid=628085889","172.24.45.0",24,"added orchestra for Boulez recording"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004639&oldid=630004579","oa4d9jx2",-21,""
"Triplophysa gerzeensis","http://en.wikipedia.org/w/index.php?diff=630004642&oldid=545830324","iyo4s6no",118,"+[[Category:Endemic fauna of Tibet]]; +[[Category:Freshwater fish of China]] using [[WP:HC|HotCat]], distribution"
"Same-sex unions in the United States","http://en.wikipedia.org/w/index.php?diff=630004643&oldid=630004247","us0rw0wj",442,"/* Alaska */ note on grant of temporary stay"
"Alaska gubernatorial election, 2014","http://en.wikipedia.org/w/index.php?diff=630004644&oldid=630004397","bzn2ouhc",686,"Restore"
"Crobot","http://en.wikipedia.org/w/index.php?diff=630004645&oldid=622918093","172.31.75.157",77,"/* Discography */"
"Charles Darwin School","http://en.wikipedia.org/w/index.php?diff=630004646&oldid=630004475","172.26.60.208",-121,""
"2014 Stockholm Open – Singles","http://en.wikipedia.org/w/index.php?diff=630004648&oldid=630003263","9x3wmjt0",5,"/* Bottom half */"
"Fallen Fairies","http://en.wikipedia.org/w/index.php?diff=630004649&oldid=630004530","41o6lq7r",-340,"/* Roles and original cast */ moving this to Flemming's article."
"Ariel (book)","http://en.wikipedia.org/w/index.php?diff=630004652&oldid=630004591","172.19.137.71",28,"/* Contents (1965 version) */"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004653&oldid=630004639","oa4d9jx2",1,""
"Panama Canal","http://en.wikipedia.org/w/index.php?diff=630004656&oldid=630003621","kv2naebs",-114,"BOT--Reverting link addition(s) by [[:en:Special:Contributions/41.42.40.99|41.42.40.99]] to revision 629907059 (https://www.youtube.com/watch?v=trzUoKaec48 [\byoutube\.com])"
"Dong Jin Kim","http://en.wikipedia.org/w/index.php?diff=630004657&oldid=630002999","172.23.190.243",62,""
"List of Ben 10: Omniverse episodes","http://en.wikipedia.org/w/index.php?diff=630004658&oldid=630004269","172.30.225.244",11,"/* Story Arc 6: “The Evil Rooters” (2014) */"
"List of Sri Lankan films of the 1950s","http://en.wikipedia.org/w/index.php?diff=630004661&oldid=630000247","2kzp8k8l",1534,"/* 1958 */"
"Sauber","http://en.wikipedia.org/w/index.php?diff=630004663&oldid=630004597","hxx7v96j",0,""
"Orange wine","http://en.wikipedia.org/w/index.php?diff=630004664&oldid=629321535","172.30.73.46",451,""
"List of Resident Evil characters","http://en.wikipedia.org/w/index.php?diff=630004667&oldid=629941552","172.27.50.193",4,""
"José José","http://en.wikipedia.org/w/index.php?diff=630004668&oldid=626576472","hf10hftk",61,"added [[Category:Latin Grammy Lifetime Achievement Award winners]] using [[WP:HC|HotCat]]"
"LG G Watch","http://en.wikipedia.org/w/index.php?diff=630004670&oldid=630004221","ld94sl1p",4,""
"Mount Ayanganna","http://en.wikipedia.org/w/index.php?diff=630004671&oldid=630004316","7o7z8alb",248,""
"Ali Quli Mirza","http://en.wikipedia.org/w/index.php?diff=630004672&oldid=630004637","hy4or4dw",-4,"Undid revision 630002409 by [[Special:Contributions/116.202.47.75|116.202.47.75]] ([[User talk:116.202.47.75|talk]])"
"Kiveton Park F.C.","http://en.wikipedia.org/w/index.php?diff=630004673&oldid=629964997","0nwnww91",8,"/* National cup records */"
"Cold War II","http://en.wikipedia.org/w/index.php?diff=630004675&oldid=629170018","lnqixkg4",495,""
"Malaysian Army","http://en.wikipedia.org/w/index.php?diff=630004676&oldid=630003537","172.30.218.207",66,"/* Infantry Weapons */"
"4th Period Mystery","http://en.wikipedia.org/w/index.php?diff=630004677&oldid=629999029","172.23.204.34",563,"fixed bare url"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004678&oldid=630004653","oa4d9jx2",-27,""
"Ferrum High School","http://en.wikipedia.org/w/index.php?diff=630004682&oldid=624414265","cqxu8o5w",24,"Help needed: [[Shuttleworth College]]"
"Dani Nieto","http://en.wikipedia.org/w/index.php?diff=630004683&oldid=629789734","iw39fyxn",288,"/* Club career */"
"Pro Evolution Soccer 2015","http://en.wikipedia.org/w/index.php?diff=630004685&oldid=630004089","172.23.185.7",0,"/* AFC Champions League */"
"David Brown Automotive","http://en.wikipedia.org/w/index.php?diff=630004686&oldid=630004181","f01twjuv",-8,""
"Raymond Delamarre","http://en.wikipedia.org/w/index.php?diff=630004688&oldid=630004601","ykt2f17n",-71,"/* Public statues and monuments */"
"Marko Đorđević","http://en.wikipedia.org/w/index.php?diff=630004689&oldid=630004513","172.29.152.242",-348,""
"Arizona Corporation Commission","http://en.wikipedia.org/w/index.php?diff=630004690&oldid=609900302","172.18.154.7",4,"add wiki link"
"Supermodel po-ukrainski (cycle 1)","http://en.wikipedia.org/w/index.php?diff=630004691&oldid=629493192","172.28.121.230",83,"/* Elimination Order */"
"Roberto Carlos (singer)","http://en.wikipedia.org/w/index.php?diff=630004692&oldid=628715419","hf10hftk",61,"added [[Category:Latin Grammy Lifetime Achievement Award winners]] using [[WP:HC|HotCat]]"
"Roy Davis, Jr.","http://en.wikipedia.org/w/index.php?diff=630004693&oldid=626190454","172.17.45.235",10,"/* Career */"
"Elias Howe","http://en.wikipedia.org/w/index.php?diff=630004694&oldid=630004581","172.16.222.197",2,""
"Triplophysa stolickai","http://en.wikipedia.org/w/index.php?diff=630004701&oldid=541228754","iyo4s6no",104,"-[[Category:Fish of Asia]]; + 3 categories; ±[[Category:Fish of China]]→[[Category:Freshwater fish of China]] using [[WP:HC|HotCat]]"
"North American railroad signals","http://en.wikipedia.org/w/index.php?diff=630004702&oldid=623460518","cihzdrc6",202,"/* Distant (approach) signals */"
"Playing Me","http://en.wikipedia.org/w/index.php?diff=630004703&oldid=614474114","tlxn6377",195,""
"Les Angell","http://en.wikipedia.org/w/index.php?diff=630004706&oldid=545391370","qiizuk3a",379,"Died"
"Jamil Sahid Mohamed Khalil","http://en.wikipedia.org/w/index.php?diff=630004709&oldid=625788168","172.20.191.112",-10,"opinion word"
"CrossFit","http://en.wikipedia.org/w/index.php?diff=630004711&oldid=629620082","172.24.224.229",255,"/* Criticism */"
"Milton Alexander","http://en.wikipedia.org/w/index.php?diff=630004713&oldid=609033444","daonucve",54,"added [[Category:People from Williamson County, Tennessee]] using [[WP:HC|HotCat]]"
"Willie Colón","http://en.wikipedia.org/w/index.php?diff=630004717&oldid=628972416","hf10hftk",61,"added [[Category:Latin Grammy Lifetime Achievement Award winners]] using [[WP:HC|HotCat]]"
"List of insurance companies in India","http://en.wikipedia.org/w/index.php?diff=630004718&oldid=630004603","172.30.88.128",-68,"/* General insurance companies */"
"AI Mk. VIII radar","http://en.wikipedia.org/w/index.php?diff=630004721&oldid=630001734","cbxr6qs9",203,"works on refs (added missing refs)"
"Darío Franco","http://en.wikipedia.org/w/index.php?diff=630004722&oldid=629797064","14s49vg9",74,""
"Mount Ayanganna","http://en.wikipedia.org/w/index.php?diff=630004723&oldid=630004671","7o7z8alb",-348,""
"Transcranial direct-current stimulation","http://en.wikipedia.org/w/index.php?diff=630004724&oldid=622754948","172.18.191.224",1,"/* Clinical */  I corrected a minor English error."
"Anurag Kashyap","http://en.wikipedia.org/w/index.php?diff=630004725&oldid=630004612","wzghm27l",-19,""
"Dong Jin Kim","http://en.wikipedia.org/w/index.php?diff=630004727&oldid=630004657","172.24.9.170",-7,""
"Samuel L. Jackson","http://en.wikipedia.org/w/index.php?diff=630004726&oldid=630001562","5a5v1dkl",-10,"/* Civil Rights Movement involvement */"
"Sauber","http://en.wikipedia.org/w/index.php?diff=630004729&oldid=630004663","hxx7v96j",-3,""
"Ernst-Heinrich Schmauser","http://en.wikipedia.org/w/index.php?diff=630004730&oldid=629924139","4jmuzgb0",-40,"Undid revision 629924139 by [[Special:Contributions/Hoops gza|Hoops gza]] ([[User talk:Hoops gza|talk]]) tag only belongs on talk page"
"Tipperary Hill","http://en.wikipedia.org/w/index.php?diff=630004732&oldid=622604763","172.22.18.186",556,"/* State school */ ""personal note"" wikipedia editor ~~~~JARacino~~~~"
"Ali Quli Mirza","http://en.wikipedia.org/w/index.php?diff=630004734&oldid=630004672","hy4or4dw",-125,"Undid revision 629970875 by [[Special:Contributions/Kiran proddutoori|Kiran proddutoori]] ([[User talk:Kiran proddutoori|talk]])"
"Joseph Duffy (fighter)","http://en.wikipedia.org/w/index.php?diff=630004735&oldid=630004495","172.27.67.16",61,""
"Padma River","http://en.wikipedia.org/w/index.php?diff=630004736&oldid=629935269","pvwmfe0x",188,"clarified lead a bit by linking ""distributary"" and adding length, direction of flow, and location of river mouth"
"Love & Hip Hop: Atlanta","http://en.wikipedia.org/w/index.php?diff=630004737&oldid=629977283","172.27.244.46",-208,"/* Main */"
"Hariyon","http://en.wikipedia.org/w/index.php?diff=630004739&oldid=630004602","vtsbh1p2",-1,""
"Acesulfame potassium","http://en.wikipedia.org/w/index.php?diff=630004741&oldid=630004442","j8qk079o",4,""
"Nadine Moussa","http://en.wikipedia.org/w/index.php?diff=630004742&oldid=630000508","172.29.84.147",157,"/* External links */"
"Marko Đorđević","http://en.wikipedia.org/w/index.php?diff=630004743&oldid=630004689","172.24.26.95",-1,""
"Zaporozhets","http://en.wikipedia.org/w/index.php?diff=630004747&oldid=628949304","172.20.213.210",-28,""
"Fever (Little Willie John song)","http://en.wikipedia.org/w/index.php?diff=630004749&oldid=628823436","cqxu8o5w",16,"Disambiguated: [[Red Tape]] → [[Red Tape (song)]]"
"D-segment","http://en.wikipedia.org/w/index.php?diff=630004750&oldid=603570787","172.17.70.147",6,"Sedan and hatchback"
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630004751&oldid=630004613","172.28.43.93",1,""
"George Stinney","http://en.wikipedia.org/w/index.php?diff=630004752&oldid=629879518","172.16.128.250",0,""
"United Nations Security Council election, 2014","http://en.wikipedia.org/w/index.php?diff=630004753&oldid=630004072","172.27.10.21",-1,"/* Opinions about Venezuela's candidacy */"
"John Brown (abolitionist)","http://en.wikipedia.org/w/index.php?diff=630004756&oldid=628891964","0ur5vbgw",170,""
"Dennis Farina","http://en.wikipedia.org/w/index.php?diff=630004757&oldid=629762545","kdpapnnz",64,"/* Career in show business */"
"AGO C.III","http://en.wikipedia.org/w/index.php?diff=630004758&oldid=585114131","xkbk949r",-13,""
"List of Resident Evil characters","http://en.wikipedia.org/w/index.php?diff=630004759&oldid=630004667","172.30.150.171",5,""
"Law & Order: Special Victims Unit (season 16)","http://en.wikipedia.org/w/index.php?diff=630004760&oldid=630004457","172.21.185.182",-156,""
"Chain of Command (2000 film)","http://en.wikipedia.org/w/index.php?diff=630004761&oldid=625692765","172.25.202.10",1,""
"Zlatko Zahovič","http://en.wikipedia.org/w/index.php?diff=630004764&oldid=630003877","172.30.98.247",3,"/* Club career */"
"Elias Howe","http://en.wikipedia.org/w/index.php?diff=630004766&oldid=630004694","172.19.180.74",-2,""
"ZAZ Tavria","http://en.wikipedia.org/w/index.php?diff=630004768&oldid=614401527","172.29.43.66",-28,""
"Persico","http://en.wikipedia.org/w/index.php?diff=630004769&oldid=578064378","5jq0vzas",51,"/* Places */"
"Amon Amarth","http://en.wikipedia.org/w/index.php?diff=630004770&oldid=626528216","cyjy6pyo",1786,"expanding genre section"
"Doc Gessler","http://en.wikipedia.org/w/index.php?diff=630004771&oldid=590904507","dcp39jtj",3,"/* Managerial stint */"
"Mern","http://en.wikipedia.org/w/index.php?diff=630004772&oldid=630004417","172.18.147.123",31,""
"Ek Nari Ek Brahmachari","http://en.wikipedia.org/w/index.php?diff=630004774&oldid=614048824","h8vcqxeq",77,""
"Mitred parakeet","http://en.wikipedia.org/w/index.php?diff=630004775&oldid=630003346","ym7ud45w",1,"/* Taxonomy */  Moved sentence based on what is written in ref."
"USB","http://en.wikipedia.org/w/index.php?diff=630004776&oldid=629866165","172.20.23.146",92,"/* Connector types */"
"First Battle of the Marne","http://en.wikipedia.org/w/index.php?diff=630004777&oldid=629506832","g97cxn28",0,"/* Battle of the Frontiers */ cleanup; -misplaced sentence fragment"
"Oliver Niedermaier","http://en.wikipedia.org/w/index.php?diff=630004778&oldid=621905741","54vfofcw",-268,"/* Career */"
"EastEnders","http://en.wikipedia.org/w/index.php?diff=630004781&oldid=630004483","172.31.43.208",7,""
"Richard E. Banks","http://en.wikipedia.org/w/index.php?diff=630004782&oldid=604212139","daonucve",46,"added [[Category:People from Gainesville, Georgia]] using [[WP:HC|HotCat]]"
"Warna 94.2FM","http://en.wikipedia.org/w/index.php?diff=630004783&oldid=629852042","y34eeyl4",17,""
"Mehmed Handžić","http://en.wikipedia.org/w/index.php?diff=630004784&oldid=628541516","vz97ss6r",4,"Intro"
"Athens International Airport","http://en.wikipedia.org/w/index.php?diff=630004785&oldid=629955940","172.20.42.207",-1,"/* 2014 traffics statistics */"
"Bret McKenzie","http://en.wikipedia.org/w/index.php?diff=630004788&oldid=629741173","172.24.190.206",6,"/* Background */"
"Link/cut tree","http://en.wikipedia.org/w/index.php?diff=630004789&oldid=630004511","2i8orpoj",12,""
"Sushma Swaraj's tenure as External Affairs Minister","http://en.wikipedia.org/w/index.php?diff=630004790&oldid=627501902","yahy76zd",287,""
"Antonio Aguilar","http://en.wikipedia.org/w/index.php?diff=630004791&oldid=617663336","hf10hftk",61,"added [[Category:Latin Grammy Lifetime Achievement Award winners]] using [[WP:HC|HotCat]]"
"Gabriela Isler","http://en.wikipedia.org/w/index.php?diff=630004792&oldid=629089318","uq7ezo79",1,""
"Orange wine","http://en.wikipedia.org/w/index.php?diff=630004793&oldid=630004664","172.23.244.202",-11,""
"New Orleans","http://en.wikipedia.org/w/index.php?diff=630004794&oldid=628895057","0i0hckwh",-299,"pruning ELs per [[WP:EL]];"
"LuAZ","http://en.wikipedia.org/w/index.php?diff=630004795&oldid=625780962","172.29.131.254",-28,""
"Love & Hip Hop: Atlanta","http://en.wikipedia.org/w/index.php?diff=630004796&oldid=630004737","172.28.10.231",-195,"/* Recurring */"
"Marsupial lion","http://en.wikipedia.org/w/index.php?diff=630004797&oldid=630004107","p56blyhu",9,"/* Palaeoecology */"
"Bonifazio Asioli","http://en.wikipedia.org/w/index.php?diff=630004799&oldid=630004674","wp3t3rgf",15,""
"First Anglo-Burmese War","http://en.wikipedia.org/w/index.php?diff=630004800&oldid=628481493","hjp1imjh",59,"/* In fiction */ shouldn't link in quotes or italics. This points to river, not to book. name didn't include ""river"" anyway"
"Chile women's national field hockey team","http://en.wikipedia.org/w/index.php?diff=630004803&oldid=624659075","172.23.223.210",0,""
"H&M","http://en.wikipedia.org/w/index.php?diff=630004804&oldid=629964280","nrdbz496",0,"/* The company worldwide */"
"The Touch (Stan Bush song)","http://en.wikipedia.org/w/index.php?diff=630004805&oldid=625135450","172.25.202.31",-7,""
"Renison University College","http://en.wikipedia.org/w/index.php?diff=630004807&oldid=630004624","jf66uuje",2,"/* Outstanding Alumni Award */"
"Cold War II","http://en.wikipedia.org/w/index.php?diff=630004811&oldid=630004675","lnqixkg4",234,""
"Raymond Delamarre","http://en.wikipedia.org/w/index.php?diff=630004812&oldid=630004688","ykt2f17n",39,"/* Funerary sculpture */"
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630004814&oldid=630004751","172.20.65.31",3,""
"Mount Ayanganna","http://en.wikipedia.org/w/index.php?diff=630004816&oldid=630004723","7o7z8alb",-23,""
"Jainism","http://en.wikipedia.org/w/index.php?diff=630004817&oldid=629734148","qhh0phet",4,"Added missing word"
"Englewood, Colorado","http://en.wikipedia.org/w/index.php?diff=630004818&oldid=630004434","172.29.132.194",-50,"/* Notable people */ removed fictional character Jules Winfield (who was supposedly from Inglewood, CA, not Englewood, CO)"
"The Miami Horns","http://en.wikipedia.org/w/index.php?diff=630004819&oldid=617381063","172.24.165.133",-17,""
"HVAC","http://en.wikipedia.org/w/index.php?diff=630004820&oldid=629616986","3mjc6bjq",23,"Undid revision 629616986 by [[Special:Contributions/72.16.232.70|72.16.232.70]] ([[User talk:72.16.232.70|talk]]) advert"
"Andrew Nunn","http://en.wikipedia.org/w/index.php?diff=630004823&oldid=628214645","8ipyxjt8",270,"/* top */ added headings"
"UK Military Flying Training System","http://en.wikipedia.org/w/index.php?diff=630004824&oldid=630002259","1nq7byz8",-77,"/* Elementary, basic and multi-engine pilot training (EFT) */ combining to table"
"Link/cut tree","http://en.wikipedia.org/w/index.php?diff=630004825&oldid=630004789","2i8orpoj",-6,""
"Umberto Straccia","http://en.wikipedia.org/w/index.php?diff=630004826&oldid=630003568","syvwz56e",71,""
"20th century","http://en.wikipedia.org/w/index.php?diff=630004828&oldid=628490743","172.30.222.80",0,"/* The world at the end of the 20th century */"
"Light therapy","http://en.wikipedia.org/w/index.php?diff=630004830&oldid=630004583","tsx1qeak",22,"[[fr:Photothérapie]] English light therapy encompasses both French photothérapie and luminothérapie"
"Spennymoor Town F.C.","http://en.wikipedia.org/w/index.php?diff=630004831&oldid=630001473","be2fvaza",4,"/* Current squad */"
"Count-distinct problem","http://en.wikipedia.org/w/index.php?diff=630004832&oldid=629998977","4tw9xui0",175,"/* Streaming Algorithms */"
"Tipperary Hill","http://en.wikipedia.org/w/index.php?diff=630004836&oldid=630004732","172.25.235.59",2,"/* State school */"
"Italian lira","http://en.wikipedia.org/w/index.php?diff=630004840&oldid=629997488","4nrfean4",3,""
"Gymnastics at the 2015 Pan American Games","http://en.wikipedia.org/w/index.php?diff=630004841&oldid=626028311","eak0uggz",-4,""
"Kids in Love (film)","http://en.wikipedia.org/w/index.php?diff=630004843&oldid=628894973","172.20.161.138",38,""
"Henry Graves (banker)","http://en.wikipedia.org/w/index.php?diff=630004844&oldid=626813639","172.19.60.76",17,"/* Early life and career */"
"Rajya Sabha","http://en.wikipedia.org/w/index.php?diff=630004848&oldid=626853227","f695zek6",345,"/* Qualifications */editing text"
"Jason Aldean","http://en.wikipedia.org/w/index.php?diff=630004849&oldid=629609636","172.24.53.174",-1,"/* Jason Aldean (2005–06) */"
"Filmfare Award for Best Actress – Tamil","http://en.wikipedia.org/w/index.php?diff=630004850&oldid=617854727","cqxu8o5w",15,"Disambiguated: [[Raja Rani]] → [[Raja Rani (2013 film)]], [[Archana]] → [[Archana (actress)]]"
"Burl Ives","http://en.wikipedia.org/w/index.php?diff=630004853&oldid=628483402","ojogr9oz",392,"/* Albums */"
"Toast of London","http://en.wikipedia.org/w/index.php?diff=630004857&oldid=616892548","172.26.194.160",371,"/* Episodes */"
"Yodha","http://en.wikipedia.org/w/index.php?diff=630004859&oldid=629959866","172.28.195.240",-35,"/* Development */"
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004860&oldid=630004678","oa4d9jx2",159,""
"Randall","http://en.wikipedia.org/w/index.php?diff=630004861&oldid=619505068","jtjn7vy4",82,"/* Other uses */"
"Coventry City F.C.","http://en.wikipedia.org/w/index.php?diff=630004863&oldid=629479880","iw39fyxn",0,""
"Championship (rugby league)","http://en.wikipedia.org/w/index.php?diff=630004864&oldid=630003742","u76g5j3f",396,"updated information"
"John Rennie the Younger","http://en.wikipedia.org/w/index.php?diff=630004868&oldid=624714822","5fypxbea",268,"photo of grave and location added--~~~~"
"Environmental impact of hydraulic fracturing","http://en.wikipedia.org/w/index.php?diff=630004873&oldid=630004535","smi1sn93",-77,"'Harmless'?  No source anyway"
"Pen","http://en.wikipedia.org/w/index.php?diff=630004874&oldid=629971966","172.22.46.244",-5,"/* Modern */"
"Pro Evolution Soccer 2015","http://en.wikipedia.org/w/index.php?diff=630004875&oldid=630004685","172.23.77.168",84,"/* CONMEBOL */"
"Oakbank School, Keighley","http://en.wikipedia.org/w/index.php?diff=630004876&oldid=621657923","zdecy2px",4,"wikilink"
"List of schools for the deaf","http://en.wikipedia.org/w/index.php?diff=630004879&oldid=618655200","172.29.168.99",64,"/* Europe */"
"2014 Denmark Super Series Premier","http://en.wikipedia.org/w/index.php?diff=630004880&oldid=630001691","172.27.101.124",16,"/* Top Half */"
"Swill","http://en.wikipedia.org/w/index.php?diff=630004885&oldid=622245900","ya0lr7y6",-2,"Fixed grammar"
"LuAZ-967","http://en.wikipedia.org/w/index.php?diff=630004888&oldid=618853739","172.16.174.90",-28,""
"Doll Tearsheet","http://en.wikipedia.org/w/index.php?diff=630004889&oldid=630004406","u1hle4xa",24,""
"Doc Gessler","http://en.wikipedia.org/w/index.php?diff=630004890&oldid=630004771","dcp39jtj",19,"The team was still technically called the Stogies when Gessler managed them."
"Bonifazio Asioli","http://en.wikipedia.org/w/index.php?diff=630004891&oldid=630004799","wp3t3rgf",3,""
"In-kind","http://en.wikipedia.org/w/index.php?diff=630004892&oldid=420765933","8fgi61fb",-1,"[[WP:AES|←]]Redirected page to [[In kind]]"
"List of Resident Evil characters","http://en.wikipedia.org/w/index.php?diff=630004900&oldid=630004759","172.20.106.236",6,""
"Gabriela Isler","http://en.wikipedia.org/w/index.php?diff=630004901&oldid=630004792","uq7ezo79",4,""
"KEPD 350","http://en.wikipedia.org/w/index.php?diff=630004902&oldid=630004557","172.26.88.226",113,"References details."
"AGO S.I","http://en.wikipedia.org/w/index.php?diff=630004903&oldid=585114024","xkbk949r",-35,""
"Emily Wickersham","http://en.wikipedia.org/w/index.php?diff=630004904&oldid=630004860","oa4d9jx2",-125,""
"Law & Order: Special Victims Unit (season 16)","http://en.wikipedia.org/w/index.php?diff=630004908&oldid=630004760","172.19.182.69",274,"/* Reception */"
"Queensbury Academy","http://en.wikipedia.org/w/index.php?diff=630004913&oldid=629997262","o14fto5f",-99,"Reverted 2 [[WP:AGF|good faith]] edits by [[Special:Contributions/Lp 2014x|Lp 2014x]] using [[WP:STiki|STiki]]; unsourced"
