casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
154,B#3256,W#03,0,normal,-5,-5,605,604,-5,554,550,551,551,552,551,551,551,551,20,-17,-18,-18,-17,-18,97,-82,-84,-84,-84,-84,-83,-84,-85,-18,70,2381,2451,2403,810,1389,1392,1389,1392,1392,1395,1395,1392,1395,1395,1,1,2047,2047,1,1227,1273,1297,1315,1326,1328,1328,1160,1136,166,-11,-11,1013,518,-11,915,978,976,960,954,952,993,984,954,126,0,0,-1,0,0,0,-106,-111,-112,-113,-114,-109,-106,-106,0
155,B#3256,W#04,0,normal,-5,-5,604,604,-5,557,551,551,551,551,552,550,551,551,-5,-18,-18,13,-18,-18,56,-81,-84,-84,-84,-85,-85,-84,-18,-18,32,2397,2467,2400,1222,1392,1395,1392,1392,1392,1392,1392,1395,1395,432,1,1,2047,2047,1,1233,1272,1298,1316,1328,1329,1327,1148,1138,1,-11,-11,1033,482,-11,939,971,971,960,954,954,993,975,957,-11,0,0,-22,1,0,0,-107,-111,-113,-114,-114,-108,-106,-1,0
156,B#3256,W#05,0,normal,-5,-5,606,604,-5,553,551,551,552,552,551,551,550,551,550,-18,-18,600,-18,-18,88,-82,-84,-83,-83,-83,-84,-84,-84,-18,70,2362,2438,2400,611,1392,1389,1395,1395,1392,1392,1392,1392,1392,1389,1,1,2047,2047,1,1115,1267,1288,1310,1324,1326,1326,1175,1132,1131,-11,-11,971,539,-11,753,972,973,951,949,946,987,982,948,944,0,0,-1,0,0,0,-104,-110,-110,-112,-112,-110,-106,-105,0
157,B#3256,W#06,0,normal,-5,-5,603,604,-5,554,552,551,551,552,550,551,550,550,20,-17,-18,829,-18,-18,96,-80,-84,-83,-83,-84,-84,-84,-84,-18,32,2320,2426,2400,451,1392,1395,1392,1392,1395,1392,1395,1395,1392,1389,1,1,2047,2047,1,1115,1268,1301,1316,1326,1332,1331,1164,1139,167,-11,-11,986,580,-11,751,977,975,964,953,958,996,985,957,127,0,0,0,-1,0,0,-104,-110,-113,-113,-114,-109,-107,-106,0
158,B#3256,W#07,0,normal,-5,-5,607,604,-5,558,551,550,551,551,551,551,551,550,-5,-18,-18,4,-19,-18,49,-82,-85,-83,-82,-82,-83,-82,-19,-18,32,2374,2442,2403,787,1386,1392,1395,1392,1395,1395,1395,1395,1392,429,1,1,2047,2047,1,1233,1272,1294,1312,1320,1322,1323,1148,1133,1,-11,-11,1017,517,-11,926,976,969,956,947,945,980,971,950,-11,0,0,-1,0,0,0,-106,-110,-111,-112,-112,-107,-106,0,0
159,B#3256,W#08,1,5000A poly no resist,-5,-5,606,604,-5,553,551,551,552,551,551,550,551,551,550,-18,-18,656,-19,-18,271,-81,-82,-82,-82,-81,-82,-82,-83,-18,70,2368,2451,2400,614,1386,1392,1395,1395,1395,1395,1398,1392,1392,1389,1,1,2047,2047,1,1220,1269,1290,1309,1323,1324,1323,1165,1134,1133,-11,-11,978,543,-11,903,973,970,952,947,947,988,982,951,948,0,0,0,-1,0,25,-106,-110,-112,-112,-113,-109,-107,-106,0
160,B#3256,W#09,0,normal,-5,-5,603,603,-5,551,551,552,551,551,550,550,550,550,19,-18,-18,555,-18,-18,94,-81,-84,-84,-84,-85,-84,-85,-86,-18,32,2365,2442,2400,710,1389,1392,1392,1392,1395,1398,1398,1395,1389,1386,1,1,2047,2047,1,1148,1269,1295,1309,1317,1322,1322,1160,1134,165,-11,-12,981,538,-11,801,977,976,960,947,944,983,978,951,125,0,0,0,0,0,0,-105,-111,-112,-112,-112,-108,-106,-106,0
161,B#3256,W#10,0,normal,-5,-5,607,603,-5,553,552,551,551,552,551,551,550,550,-5,-18,-18,-18,-19,-19,40,-80,-83,-82,-81,-82,-83,-83,-18,-18,32,2342,2470,2406,1222,1395,1395,1395,1395,1398,1392,1395,1398,1395,448,1,1,2047,2047,1,1234,1273,1297,1312,1322,1326,1325,1156,1137,1,-11,-11,1013,546,-11,936,976,969,956,946,951,994,981,955,-11,0,0,0,0,0,0,-107,-110,-112,-112,-113,-108,-106,-7,0
162,B#3256,W#11,0,normal,-5,-5,607,603,-5,557,551,550,551,552,551,551,551,552,550,-18,-18,-18,-18,-19,268,-81,-83,-82,-82,-82,-80,-82,-81,-18,32,2397,2454,2400,794,1389,1392,1392,1392,1392,1392,1392,1395,1395,1395,1,1,2047,2047,1,1223,1269,1293,1314,1323,1327,1325,1178,1134,1130,-11,-11,1016,521,-11,906,975,972,957,954,952,1000,994,953,947,-1,0,0,0,0,24,-106,-110,-112,-113,-113,-110,-106,-104,0
163,B#3256,W#13,0,normal,-5,-5,606,603,-5,553,551,552,551,551,552,551,550,550,550,-19,-18,830,-19,-19,270,-83,-83,-82,-84,-83,-84,-83,-84,-18,70,2336,2445,2403,704,1386,1389,1392,1395,1392,1392,1395,1398,1395,1395,1,1,2047,2047,1,1232,1273,1295,1311,1326,1328,1324,1169,1129,1129,-11,-12,1027,549,-11,913,977,975,956,952,951,991,985,946,945,0,0,-1,-1,0,24,-105,-110,-111,-112,-113,-109,-105,-104,0
164,B#3256,W#14,0,normal,-5,-5,604,604,-5,557,551,552,551,552,551,551,550,550,-4,-18,-18,-18,-18,-18,269,-81,-82,-83,-83,-83,-83,-83,-85,-19,38,2352,2454,2400,611,1392,1389,1392,1395,1395,1395,1398,1395,1392,976,1,1,2047,2047,1,1224,1273,1292,1307,1320,1322,1322,1160,1133,4,-11,-12,1024,555,-11,908,982,980,954,948,950,988,982,952,-9,0,0,-1,0,0,25,-106,-111,-112,-112,-113,-108,-106,-105,0
165,B#3256,W#15,0,normal,-5,-5,608,604,-5,557,551,551,552,551,551,551,551,551,20,-19,-18,8,-18,-18,269,-83,-85,-84,-85,-86,-85,-86,-87,-19,637,2394,2435,2397,1165,1392,1392,1395,1392,1395,1392,1395,1395,1392,1386,1,1,2047,2047,1,1221,1272,1296,1311,1322,1326,1325,1160,1137,166,-11,-12,1013,485,-11,907,978,975,957,949,953,995,983,954,126,0,0,-1,0,0,24,-106,-111,-112,-113,-113,-109,-106,-106,0
166,B#3256,W#16,0,normal,-5,-5,605,604,-5,558,552,551,551,551,551,551,551,551,-4,-19,-19,15,-19,-19,44,-83,-84,-84,-83,-85,-85,-85,-86,-19,51,2394,2467,2400,1210,1389,1392,1392,1392,1395,1395,1395,1395,1395,982,2,1,2047,2047,1,1234,1272,1296,1312,1324,1327,1327,1157,1134,3,-11,-12,1036,474,-11,932,976,971,954,948,950,991,978,951,-9,0,0,-21,1,0,0,-106,-110,-111,-112,-113,-109,-106,-104,0
167,B#3256,W#17,0,normal,-5,-5,603,604,-5,554,552,552,552,551,552,552,550,550,550,-18,-18,596,-19,-19,92,-82,-84,-84,-84,-84,-84,-85,-85,-18,637,2336,2445,2403,186,1392,1386,1392,1392,1392,1392,1392,1398,1398,1398,1,1,2047,2047,1,1112,1271,1296,1311,1324,1330,1328,1166,1129,1128,-11,-12,989,570,-11,750,979,977,960,950,957,992,984,946,944,0,0,-1,-1,0,0,-104,-111,-112,-113,-113,-109,-105,-104,0
168,B#3256,W#18,0,normal,-5,-5,605,603,-5,555,551,551,552,551,551,550,550,554,-4,-18,-18,21,-18,-18,259,-82,-84,-84,-84,-84,-84,-84,-18,-18,51,2394,2470,2400,1338,1389,1392,1392,1392,1395,1392,1395,1395,1398,490,1,1,2047,2047,1,1244,1278,1296,1312,1323,1325,1322,1148,1134,1,-11,-11,1015,471,-11,948,969,960,946,941,941,972,965,951,-11,0,0,-21,1,0,24,-107,-110,-111,-111,-112,-107,-105,-7,0
169,B#3256,W#19,0,normal,-5,-5,605,603,-5,556,550,551,551,552,551,551,550,551,550,-18,-18,524,-19,-18,267,-84,-85,-85,-85,-85,-86,-87,-86,-18,70,2346,2442,2400,611,1389,1392,1392,1392,1398,1392,1395,1395,1398,1389,1,1,2047,2047,1,1229,1271,1296,1314,1326,1329,1326,1162,1133,1134,-11,-11,1006,540,-11,906,970,966,954,947,948,996,986,949,951,0,0,0,0,0,25,-104,-110,-111,-112,-113,-108,-106,-105,0
170,B#3256,W#20,0,normal,-5,-5,605,603,-5,558,551,551,552,551,551,551,551,552,-4,-18,-18,-19,-19,-18,271,-81,-84,-84,-84,-84,-84,-85,-84,-18,32,2352,2448,2403,611,1389,1389,1395,1395,1395,1392,1389,1392,1389,989,1,1,2047,2047,1,1234,1270,1295,1309,1321,1328,1328,1156,1136,4,-11,-11,1015,549,-11,915,975,971,957,946,952,997,981,953,-9,0,0,0,0,0,24,-106,-110,-112,-112,-113,-108,-106,-105,0
171,B#3256,W#21,0,normal,-5,-5,606,604,-5,554,550,551,552,551,551,551,550,550,20,-18,-18,629,-18,-18,94,-83,-84,-84,-84,-84,-84,-84,-85,-18,32,2333,2448,2400,1014,1395,1395,1395,1392,1392,1392,1395,1398,1398,1392,1,1,2047,2047,1,1113,1265,1296,1310,1322,1326,1323,1158,1130,166,-11,-11,1014,546,-11,754,974,973,960,952,951,981,977,946,125,0,0,0,0,0,0,-104,-109,-112,-113,-113,-108,-105,-104,0
172,B#3256,W#22,0,normal,-5,-5,606,603,-5,557,551,552,551,552,552,551,550,550,-4,-18,-18,769,-18,-18,271,-82,-82,-83,-83,-84,-84,-84,-85,-18,32,2342,2448,2400,608,1392,1392,1392,1395,1398,1398,1395,1392,1392,614,1,1,2047,2047,1,1224,1278,1298,1312,1321,1330,1329,1148,1136,2,-11,-12,1032,553,-11,905,983,979,960,952,956,1001,978,956,-11,0,0,0,0,0,25,-106,-111,-112,-112,-113,-108,-106,-105,0
173,B#3256,W#23,0,normal,-5,-5,605,603,-5,552,551,551,551,551,552,551,550,551,21,-18,-18,666,-18,-18,270,-82,-83,-83,-83,-83,-83,-84,-84,-18,630,2390,2445,2406,800,1386,1386,1392,1392,1389,1392,1395,1398,1398,1386,1,1,2047,2047,1,1226,1277,1296,1316,1328,1329,1328,1166,1141,175,-11,-11,1027,515,-11,911,982,982,962,958,956,999,991,958,133,0,0,-1,0,0,24,-107,-112,-112,-114,-114,-109,-106,-106,0
174,B#3256,W#24,1,Resist no poly,-5,-5,608,604,-5,558,551,550,551,552,550,550,551,551,-5,-19,-18,8,-18,-18,268,-82,-83,-83,-83,-83,-84,-84,-19,-18,51,2374,2445,2397,611,1389,1392,1392,1392,1392,1392,1392,1398,1392,448,1,1,2047,2047,1,1226,1272,1295,1316,1328,1330,1329,1167,1132,1,-11,-11,1011,517,-11,902,975,977,961,955,954,992,989,951,-11,0,0,0,0,0,25,-105,-111,-112,-113,-113,-109,-105,-2,0
175,B#3257,W#02,0,normal,-5,-5,608,604,-4,558,551,551,551,551,551,550,550,550,-5,-17,-17,10,-16,-16,268,-81,-83,-84,-83,-83,-83,-83,-18,-17,32,2397,2470,2400,1149,1389,1389,1389,1392,1392,1392,1392,1392,1392,429,1,1,2047,2047,1,1234,1279,1301,1313,1325,1329,1325,1147,1133,1,-11,-11,1043,500,-11,928,981,976,961,954,955,997,977,953,-11,0,-1,-22,0,0,24,-107,-112,-113,-113,-114,-109,-106,-2,0
176,B#3257,W#03,0,normal,-5,-5,604,603,-4,-4,550,550,551,551,551,551,550,550,550,-17,-17,513,-84,-16,-15,95,-84,-83,-84,-84,-84,-85,-86,-17,38,2262,2451,2406,1840,1386,1392,1395,1395,1392,1395,1395,1395,1395,1392,1,1,2047,2047,6,1,1262,1285,1310,1323,1327,1327,1199,1132,1131,-11,-11,965,642,-10,-11,970,970,957,956,952,980,988,954,949,0,0,-1,-20,0,0,-22,-110,-112,-113,-113,-111,-106,-105,0
177,B#3257,W#04,0,normal,-5,-5,604,603,-5,557,552,551,551,552,551,551,550,551,-5,-17,-18,586,-18,-18,273,-80,-83,-83,-83,-83,-83,-84,-18,-18,32,2346,2464,2403,611,1389,1392,1392,1395,1395,1395,1395,1392,1392,429,1,1,2047,2047,1,1231,1276,1296,1317,1328,1331,1331,1152,1134,1,-11,-11,1010,550,-11,912,977,976,959,953,954,993,977,951,-11,0,0,-1,-1,-1,25,-105,-110,-112,-113,-113,-108,-106,-2,0
178,B#3257,W#05,0,normal,-5,-5,606,604,-5,559,552,550,551,551,551,551,551,550,-5,-18,-18,10,-18,-18,53,-81,-84,-84,-84,-83,-84,-83,-19,-18,38,2394,2435,2400,1107,1389,1389,1392,1392,1392,1389,1395,1398,1395,432,1,1,2047,2047,1,1237,1279,1300,1318,1327,1332,1329,1142,1132,1,-11,-11,1014,492,-11,926,976,972,956,952,953,985,965,946,-11,0,0,0,2,0,0,-106,-110,-112,-112,-113,-107,-104,-2,0
179,B#3257,W#06,0,normal,-5,-5,603,604,21,-5,558,551,551,551,551,551,551,551,-3,-18,-18,65,-87,-18,-17,52,-84,-84,-84,-84,-83,-84,-84,-18,32,2275,2438,2403,2387,1386,1392,1389,1392,1392,1395,1395,1395,1395,1370,1,1,2047,2047,290,1,1265,1295,1309,1323,1326,1325,1176,1133,19,-11,-11,1005,682,48,-11,971,973,962,950,947,993,991,950,5,0,0,0,-20,1,0,-72,-110,-112,-112,-113,-109,-105,-105,0
180,B#3257,W#07,0,normal,-5,-5,605,604,-5,557,551,552,551,552,551,551,550,550,-4,-18,-18,31,-18,-18,57,-81,-84,-84,-83,-83,-83,-84,-18,-18,70,2394,2464,2406,1091,1392,1392,1389,1392,1389,1392,1392,1392,1392,490,1,1,2047,2047,1,1231,1277,1295,1315,1324,1327,1326,1160,1132,1,-11,-11,999,476,-11,921,975,972,956,950,949,994,983,950,-11,0,0,-22,0,0,0,-106,-110,-111,-112,-112,-109,-105,-6,0
181,B#3257,W#08,0,normal,-5,-5,604,604,-5,556,551,550,551,552,551,551,551,551,-5,-18,-18,15,-18,-18,53,-82,-84,-84,-83,-85,-84,-84,-19,-18,51,2406,2477,2403,1117,1386,1392,1392,1395,1392,1392,1395,1395,1392,448,1,1,2047,2047,1,1232,1270,1292,1310,1327,1328,1328,1163,1133,1,-11,-11,1012,475,-11,926,975,968,956,951,954,996,988,952,-11,0,0,-21,1,0,0,-106,-110,-112,-113,-114,-109,-106,-1,0
182,B#3257,W#09,0,normal,-5,-5,602,603,-4,-5,552,551,551,552,551,551,551,551,551,-18,-18,716,-86,-19,-17,37,-85,-84,-84,-84,-84,-85,-86,-18,32,2301,2486,2410,1750,1366,1392,1392,1392,1392,1392,1392,1398,1395,1389,1,1,2047,2047,6,1,1259,1284,1310,1323,1330,1332,1184,1131,1130,-11,-11,951,635,-10,-11,963,967,953,949,947,985,986,948,944,0,0,0,-20,0,0,-2,-108,-110,-112,-112,-110,-106,-105,0
183,B#3257,W#10,0,normal,-5,-5,607,603,-5,557,552,550,551,551,551,551,550,551,-5,-18,-18,7,-18,-18,54,-82,-84,-84,-84,-84,-84,-85,-18,-18,32,2394,2435,2400,1139,1389,1392,1395,1392,1392,1392,1392,1392,1395,448,1,1,2047,2047,1,1240,1273,1300,1316,1328,1330,1329,1148,1133,1,-11,-11,1033,529,-11,943,973,964,954,950,954,998,978,955,-11,0,0,-1,0,0,0,-108,-111,-112,-113,-114,-108,-106,-2,0
184,B#3257,W#11,0,normal,-5,-5,606,603,-5,556,551,550,551,552,551,551,551,550,-5,-18,-18,-7,-18,-18,305,-82,-84,-83,-81,-82,-82,-83,-19,-18,29,2336,2467,2406,611,1389,1389,1392,1392,1392,1392,1392,1395,1392,448,1,1,2047,2047,1,1231,1271,1290,1309,1322,1326,1327,1161,1132,1,-11,-11,989,538,-11,910,971,968,952,946,948,988,982,948,-11,0,0,0,0,0,27,-104,-110,-111,-112,-112,-109,-105,-1,0
185,B#3257,W#12,0,normal,-5,-5,603,604,-4,551,552,551,551,551,552,550,551,551,551,-18,-18,64,-84,-18,34,-39,-81,-80,-80,-80,-81,-81,-81,-18,38,2304,2454,2400,1792,1386,1392,1392,1392,1392,1392,1395,1395,1392,1395,1,1,2047,2047,6,999,1266,1293,1310,1321,1326,1323,1164,1137,1136,-11,-11,967,610,-11,655,973,972,961,952,953,1001,990,956,953,0,0,-1,-19,0,0,-97,-110,-112,-113,-113,-109,-106,-106,0
186,B#3257,W#13,0,normal,-5,-5,604,604,-5,557,551,551,551,551,551,552,550,550,-5,-18,-18,22,-18,-18,57,-81,-82,-83,-84,-84,-84,-84,-18,-18,70,2394,2467,2400,1107,1389,1389,1398,1395,1395,1392,1395,1395,1392,486,1,1,2047,2047,1,1228,1270,1289,1308,1320,1327,1326,1164,1130,1,-11,-11,1016,490,-11,920,973,964,946,943,947,982,980,948,-11,0,0,-22,1,0,0,-104,-109,-111,-111,-112,-109,-106,-7,0
187,B#3257,W#14,0,normal,-5,-5,606,603,-5,552,551,551,551,551,552,550,550,550,-4,-18,-18,-7,-18,-19,304,-81,-83,-83,-84,-84,-84,-84,-84,-18,70,2326,2448,2403,618,1386,1395,1392,1392,1392,1392,1392,1392,1395,998,1,1,2047,2047,1,1114,1266,1296,1314,1326,1329,1327,1158,1137,4,-11,-11,992,539,-11,749,971,971,956,952,954,1005,987,956,-9,0,0,-1,0,0,26,-106,-110,-112,-113,-114,-109,-107,-106,0
188,B#3257,W#15,0,normal,-5,-5,607,603,-5,557,551,551,552,551,551,551,551,551,-5,-18,-18,14,-19,-19,268,-82,-85,-85,-84,-85,-85,-86,-19,-18,32,2342,2464,2400,611,1389,1395,1392,1392,1392,1392,1392,1395,1392,448,1,1,2047,2047,1,1228,1271,1293,1311,1324,1328,1327,1161,1131,1,-11,-11,1011,550,-11,907,969,968,954,946,949,992,984,949,-11,0,0,0,0,0,24,-105,-110,-112,-112,-113,-109,-105,-1,0
189,B#3257,W#16,0,normal,-5,-5,606,603,-5,558,551,550,551,551,552,550,550,550,-5,-18,-19,-13,-19,-18,262,-82,-83,-83,-84,-84,-83,-84,-19,-18,70,2390,2445,2400,1206,1389,1392,1392,1392,1392,1392,1392,1392,1392,419,1,1,2047,2047,1,1238,1275,1296,1313,1323,1324,1321,1141,1129,1,-11,-11,984,479,-11,939,969,963,953,946,945,980,964,944,-11,0,0,-1,0,0,24,-107,-110,-112,-112,-112,-107,-106,-1,0
190,B#3257,W#17,0,normal,-5,-6,605,603,-5,553,551,551,552,551,551,551,551,551,-5,-18,-18,16,-18,-19,27,-81,-85,-85,-84,-84,-84,-85,-19,-19,51,2403,2474,2403,1158,1389,1392,1392,1392,1392,1392,1392,1392,1392,448,1,1,2047,2047,1,1236,1277,1301,1315,1326,1329,1329,1147,1134,1,-11,-11,1015,471,-11,934,972,966,954,948,954,992,975,952,-11,0,0,-21,2,0,0,-107,-111,-112,-113,-113,-108,-106,-1,0
191,B#3257,W#18,0,normal,-5,-5,605,603,-5,554,550,551,551,551,552,551,551,551,-4,-19,-18,539,-19,-19,269,-82,-83,-83,-83,-83,-83,-83,-18,-18,70,2317,2448,2400,186,1386,1392,1392,1392,1392,1392,1392,1395,1392,486,1,1,2047,2047,1,1118,1268,1292,1312,1324,1325,1324,1147,1133,1,-11,-11,960,581,-11,751,971,968,956,947,949,994,977,952,-11,0,0,0,-1,0,24,-106,-110,-112,-113,-114,-108,-106,-6,0
192,B#3257,W#19,0,normal,-5,-5,605,603,-5,545,554,551,551,551,552,551,551,551,550,-18,-18,574,-18,-18,91,-4,-84,-83,-84,-81,-83,-82,-82,-19,32,2310,2464,2403,186,1389,1392,1392,1395,1392,1392,1392,1395,1392,1389,1,1,2047,2047,1,864,1265,1292,1311,1324,1328,1326,1168,1134,1133,-11,-11,962,578,-11,594,971,971,954,948,948,999,989,951,949,0,0,0,0,0,0,-83,-109,-111,-112,-112,-109,-105,-105,0
193,B#3257,W#20,0,normal,-5,-5,607,603,-5,557,550,551,551,551,552,550,550,550,-5,-18,-19,-19,-19,-19,271,-82,-84,-84,-84,-83,-84,-86,-86,-19,32,2358,2445,2403,614,1386,1392,1392,1392,1392,1392,1392,1392,1395,608,1,1,2047,2047,1,1216,1257,1281,1298,1308,1315,1311,1149,1128,1,-11,-11,1009,545,-11,900,968,965,954,945,945,971,972,949,-11,0,0,0,0,0,25,-105,-111,-112,-113,-113,-109,-106,-105,0
194,B#3257,W#21,0,normal,-5,-5,605,604,-5,543,551,551,551,552,550,551,550,550,20,-19,-19,-19,-19,-19,89,-37,-83,-82,-82,-83,-83,-84,-84,-18,32,2371,2445,2403,970,1389,1395,1395,1392,1392,1395,1392,1395,1395,1389,1,1,2047,2047,1,858,1259,1285,1306,1316,1321,1320,1168,1130,166,-11,-11,1000,506,-11,591,965,967,954,947,943,992,986,946,125,0,0,-1,0,0,0,-96,-109,-110,-112,-112,-109,-105,-105,0
195,B#3257,W#22,0,normal,-5,-5,607,603,-5,556,551,551,551,551,551,551,551,551,-4,-18,-18,8,-18,-18,36,-82,-86,-85,-85,-86,-85,-84,-86,-18,51,2362,2435,2400,614,1389,1392,1392,1392,1392,1392,1392,1395,1395,986,1,1,2047,2047,1,1214,1257,1280,1295,1308,1313,1311,1155,1130,3,-11,-11,1007,546,-11,886,962,960,944,939,941,969,968,953,-9,0,0,0,-1,0,0,-105,-110,-111,-112,-113,-109,-106,-105,0
196,B#3257,W#29,0,normal,-5,-6,605,604,-5,559,551,551,551,550,551,551,551,550,-4,-18,-18,628,-18,-18,268,-82,-83,-83,-83,-83,-83,-83,-84,-18,42,2317,2458,2400,256,1386,1389,1392,1395,1392,1392,1392,1395,1392,979,1,1,2047,2047,1,1219,1258,1281,1296,1310,1314,1313,1149,1133,3,-11,-11,1001,578,-11,902,966,965,948,941,944,973,975,956,-9,0,0,0,-1,0,25,-107,-111,-112,-113,-114,-109,-106,-105,0
197,B#3257,W#30,0,normal,-5,-5,606,604,-6,557,550,551,552,551,552,551,551,551,-5,-18,-18,-18,-19,-19,261,-86,-84,-85,-84,-84,-84,-84,-19,-18,42,2355,2467,2400,614,1389,1389,1392,1392,1392,1392,1395,1395,1392,432,1,1,2047,2047,1,1216,1255,1277,1292,1307,1310,1308,1149,1123,1,-11,-11,1002,539,-11,881,952,948,936,928,928,939,957,947,-11,0,0,0,0,0,24,-104,-109,-111,-112,-113,-108,-105,-2,0
198,B#3258,W#02,0,normal,-5,-5,610,604,-5,557,551,550,551,551,551,552,550,550,-4,-18,-18,48,-16,-16,39,-79,-82,-81,-81,-80,-82,-81,-81,-17,32,2394,2470,2403,800,1386,1392,1392,1395,1395,1392,1392,1392,1395,490,1,1,2047,2047,1,1041,1182,1204,1230,1245,1252,1250,1078,1063,1,-11,-11,1090,512,-11,687,849,852,847,848,854,882,881,863,-11,0,0,-1,1,0,0,-87,-92,-94,-95,-96,-90,-88,-87,0
199,B#3258,W#03,0,normal,-5,-5,610,603,-4,-5,550,551,551,552,550,551,550,550,-5,-18,-18,744,-83,-17,-16,85,-82,-81,-82,-84,-81,-84,-18,-18,70,2320,2448,2403,1776,1382,1392,1392,1392,1392,1392,1395,1395,1389,448,1,1,2047,2047,6,1,1170,1198,1228,1248,1252,1251,1076,1062,1,-11,-11,980,631,-11,-11,829,845,842,844,846,873,874,861,-11,-1,0,0,-19,0,0,-1,-90,-93,-94,-95,-89,-87,-6,0
200,B#3258,W#04,0,normal,-5,-5,610,604,-3,484,557,550,551,551,552,550,551,551,-5,-18,-18,3,-83,-18,275,32,-81,-83,-82,-82,-82,-82,-18,-18,51,2298,2464,2400,2317,1386,1392,1392,1392,1392,1392,1392,1392,1392,490,1,1,2047,2047,34,557,1188,1208,1234,1249,1251,1249,1081,1068,1,-11,-11,1036,592,-4,397,852,854,853,851,854,886,887,870,-11,0,0,-1,-20,0,26,-69,-92,-95,-96,-96,-90,-88,-5,0
201,B#3290,W#10,0,normal,-5,-6,605,603,-5,556,551,552,551,552,551,551,550,550,19,-19,-19,522,-19,-19,77,-46,-45,-45,-44,-45,-45,-45,-46,-18,54,2339,2435,2403,1229,1386,1392,1395,1395,1392,1392,1395,1395,1392,1389,1,1,2047,2047,1,1248,1289,1307,1321,1328,1333,1333,1205,1154,169,-11,-11,1064,572,-11,1006,1043,1021,1001,1000,1001,1027,1036,1002,132,0,0,-1,-1,0,0,-98,-102,-103,-104,-104,-98,-91,-90,0
202,B#3290,W#11,0,normal,-5,-6,609,603,-5,557,551,552,551,552,551,551,550,550,-4,-18,-19,773,-18,-18,296,-44,-44,-44,-44,-44,-44,-45,-45,-19,70,2374,2458,2403,1309,1389,1392,1395,1395,1395,1395,1395,1395,1392,979,1,1,2047,2047,1,1258,1292,1311,1324,1331,1334,1333,1179,1159,3,-11,-11,1120,543,-11,1030,1045,1017,1005,1004,1007,1039,1036,1007,-9,0,0,-1,0,0,41,-99,-102,-103,-104,-104,-96,-91,-91,0
203,B#3290,W#12,0,normal,-5,-6,608,604,-5,558,551,551,551,551,551,551,550,550,-5,-19,-19,52,-19,-19,292,-44,-45,-45,-45,-45,-44,-45,-46,-19,42,2394,2458,2400,1331,1392,1392,1389,1389,1392,1392,1395,1392,1395,979,1,1,2047,2047,1,1257,1295,1313,1328,1336,1339,1336,1190,1166,3,-11,-11,1123,517,-11,1035,1052,1028,1014,1014,1013,1043,1041,1014,-9,0,0,-1,0,0,41,-98,-103,-103,-104,-104,-96,-91,-91,0
204,B#3290,W#13,0,normal,-5,-5,609,603,-5,555,551,552,551,552,551,551,550,550,-5,-19,-19,660,-19,-19,120,-44,-45,-45,-44,-44,-45,-45,-46,-19,51,2358,2442,2403,1232,1389,1392,1389,1392,1392,1395,1395,1395,1392,618,1,1,2047,2047,1,1260,1296,1310,1323,1332,1335,1334,1180,1156,1,-11,-11,1066,535,-11,1037,1049,1029,1009,1006,1011,1043,1037,1007,-11,0,0,0,0,0,0,-99,-103,-103,-104,-104,-96,-91,-90,0
205,B#3290,W#14,0,normal,-5,-6,606,603,-6,555,551,552,551,552,550,550,550,550,-4,-19,-19,22,-19,-19,286,-45,-45,-45,-45,-45,-44,-45,-46,-19,70,2394,2442,2397,1306,1392,1392,1392,1392,1395,1392,1398,1395,1395,989,1,1,2047,2047,1,1254,1292,1309,1324,1330,1334,1333,1172,1156,4,-11,-11,1111,490,-11,1028,1045,1022,1010,1008,1010,1040,1032,1009,-9,0,0,-26,0,0,39,-98,-102,-103,-104,-104,-95,-91,-90,0
